"Analyte","Year","Station","FlowActionPeriod","n"
"DisSilica",2017,"RCS","During",3
"DisSilica",2017,"RD22","Before",6
"DisSilica",2017,"RD22","During",3
"DisSilica",2017,"I80","Before",6
"DisSilica",2017,"I80","During",3
"DisSilica",2017,"LIS","After",4
"DisSilica",2017,"LIS","Before",6
"DisSilica",2017,"LIS","During",3
"DisSilica",2017,"STTD","After",4
"DisSilica",2017,"STTD","Before",6
"DisSilica",2017,"STTD","During",3
"DisSilica",2017,"BL5","After",1
"DisSilica",2017,"BL5","Before",6
"DisSilica",2017,"BL5","During",3
"DisSilica",2017,"LIB","After",1
"DisSilica",2017,"LIB","Before",6
"DisSilica",2017,"LIB","During",3
"DisSilica",2017,"RYI","After",1
"DisSilica",2017,"RYI","Before",6
"DisSilica",2017,"RYI","During",3
"DisSilica",2017,"RVB","After",1
"DisSilica",2017,"RVB","Before",6
"DisSilica",2017,"RVB","During",3
"DisSilica",2018,"RCS","After",6
"DisSilica",2018,"RCS","Before",5
"DisSilica",2018,"RCS","During",4
"DisSilica",2018,"RD22","After",6
"DisSilica",2018,"RD22","Before",5
"DisSilica",2018,"RD22","During",4
"DisSilica",2018,"I80","After",6
"DisSilica",2018,"I80","Before",5
"DisSilica",2018,"I80","During",4
"DisSilica",2018,"LIS","After",7
"DisSilica",2018,"LIS","Before",5
"DisSilica",2018,"LIS","During",4
"DisSilica",2018,"STTD","After",7
"DisSilica",2018,"STTD","Before",5
"DisSilica",2018,"STTD","During",4
"DisSilica",2018,"BL5","After",6
"DisSilica",2018,"BL5","Before",5
"DisSilica",2018,"BL5","During",4
"DisSilica",2018,"LIB","After",6
"DisSilica",2018,"LIB","Before",5
"DisSilica",2018,"LIB","During",4
"DisSilica",2018,"RYI","After",6
"DisSilica",2018,"RYI","Before",5
"DisSilica",2018,"RYI","During",4
"DisSilica",2018,"RVB","After",6
"DisSilica",2018,"RVB","Before",5
"DisSilica",2018,"RVB","During",4
"DisSilica",2019,"RMB","After",2
"DisSilica",2019,"RMB","Before",2
"DisSilica",2019,"RMB","During",2
"DisSilica",2019,"RCS","After",2
"DisSilica",2019,"RCS","Before",2
"DisSilica",2019,"RCS","During",2
"DisSilica",2019,"RD22","After",2
"DisSilica",2019,"RD22","Before",2
"DisSilica",2019,"RD22","During",2
"DisSilica",2019,"I80","After",2
"DisSilica",2019,"I80","Before",2
"DisSilica",2019,"I80","During",2
"DisSilica",2019,"LIS","After",3
"DisSilica",2019,"LIS","Before",3
"DisSilica",2019,"LIS","During",2
"DisSilica",2019,"STTD","After",3
"DisSilica",2019,"STTD","Before",3
"DisSilica",2019,"STTD","During",2
"DisSilica",2019,"BL5","After",2
"DisSilica",2019,"BL5","Before",2
"DisSilica",2019,"BL5","During",2
"DisSilica",2019,"LIB","After",2
"DisSilica",2019,"LIB","Before",2
"DisSilica",2019,"LIB","During",2
"DisSilica",2019,"RYI","After",2
"DisSilica",2019,"RYI","Before",2
"DisSilica",2019,"RYI","During",2
"DisSilica",2019,"RVB","After",2
"DisSilica",2019,"RVB","Before",2
"DisSilica",2019,"RVB","During",2
"DOC",2013,"RCS","After",4
"DOC",2013,"RCS","During",5
"DOC",2013,"I80","After",4
"DOC",2013,"I80","Before",3
"DOC",2013,"I80","During",7
"DOC",2013,"LIS","After",4
"DOC",2013,"LIS","Before",3
"DOC",2013,"LIS","During",7
"DOC",2013,"STTD","After",3
"DOC",2013,"STTD","Before",3
"DOC",2013,"STTD","During",7
"DOC",2013,"BL5","After",3
"DOC",2013,"BL5","Before",3
"DOC",2013,"BL5","During",7
"DOC",2013,"RYI","After",3
"DOC",2013,"RYI","Before",3
"DOC",2013,"RYI","During",7
"DOC",2013,"RVB","After",3
"DOC",2013,"RVB","Before",3
"DOC",2013,"RVB","During",7
"DOC",2014,"RCS","After",6
"DOC",2014,"RCS","Before",5
"DOC",2014,"RCS","During",2
"DOC",2014,"RD22","After",6
"DOC",2014,"RD22","Before",5
"DOC",2014,"RD22","During",2
"DOC",2014,"I80","After",6
"DOC",2014,"I80","Before",5
"DOC",2014,"I80","During",2
"DOC",2014,"LIS","After",7
"DOC",2014,"LIS","Before",5
"DOC",2014,"LIS","During",2
"DOC",2014,"STTD","After",6
"DOC",2014,"STTD","Before",5
"DOC",2014,"STTD","During",2
"DOC",2014,"BL5","After",6
"DOC",2014,"BL5","Before",5
"DOC",2014,"BL5","During",2
"DOC",2014,"LIB","After",8
"DOC",2014,"LIB","Before",5
"DOC",2014,"LIB","During",2
"DOC",2014,"RYI","After",6
"DOC",2014,"RYI","Before",5
"DOC",2014,"RYI","During",2
"DOC",2014,"RVB","After",6
"DOC",2014,"RVB","Before",5
"DOC",2014,"RVB","During",2
"DOC",2015,"RCS","After",4
"DOC",2015,"RCS","Before",2
"DOC",2015,"RCS","During",6
"DOC",2015,"RD22","After",4
"DOC",2015,"RD22","Before",3
"DOC",2015,"RD22","During",6
"DOC",2015,"I80","After",4
"DOC",2015,"I80","Before",3
"DOC",2015,"I80","During",6
"DOC",2015,"LIS","After",4
"DOC",2015,"LIS","Before",5
"DOC",2015,"LIS","During",6
"DOC",2015,"STTD","After",4
"DOC",2015,"STTD","Before",3
"DOC",2015,"STTD","During",6
"DOC",2015,"BL5","After",4
"DOC",2015,"BL5","Before",3
"DOC",2015,"BL5","During",6
"DOC",2015,"LIB","After",4
"DOC",2015,"LIB","Before",3
"DOC",2015,"LIB","During",6
"DOC",2015,"RYI","After",4
"DOC",2015,"RYI","Before",3
"DOC",2015,"RYI","During",6
"DOC",2015,"RVB","After",4
"DOC",2015,"RVB","Before",3
"DOC",2015,"RVB","During",6
"DOC",2016,"RCS","Before",2
"DOC",2016,"RCS","During",3
"DOC",2016,"RD22","After",7
"DOC",2016,"RD22","Before",2
"DOC",2016,"RD22","During",3
"DOC",2016,"I80","After",7
"DOC",2016,"I80","Before",2
"DOC",2016,"I80","During",3
"DOC",2016,"LIS","After",7
"DOC",2016,"LIS","Before",4
"DOC",2016,"LIS","During",3
"DOC",2016,"STTD","After",7
"DOC",2016,"STTD","Before",2
"DOC",2016,"STTD","During",3
"DOC",2016,"BL5","After",7
"DOC",2016,"BL5","Before",2
"DOC",2016,"BL5","During",3
"DOC",2016,"LIB","After",7
"DOC",2016,"LIB","Before",2
"DOC",2016,"LIB","During",3
"DOC",2016,"RYI","After",7
"DOC",2016,"RYI","Before",2
"DOC",2016,"RYI","During",3
"DOC",2016,"RVB","After",7
"DOC",2016,"RVB","Before",2
"DOC",2016,"RVB","During",3
"DOC",2017,"RCS","Before",6
"DOC",2017,"RCS","During",3
"DOC",2017,"RD22","Before",6
"DOC",2017,"RD22","During",3
"DOC",2017,"I80","Before",6
"DOC",2017,"I80","During",3
"DOC",2017,"LIS","After",4
"DOC",2017,"LIS","Before",6
"DOC",2017,"LIS","During",3
"DOC",2017,"STTD","After",4
"DOC",2017,"STTD","Before",6
"DOC",2017,"STTD","During",3
"DOC",2017,"BL5","After",1
"DOC",2017,"BL5","Before",6
"DOC",2017,"BL5","During",3
"DOC",2017,"LIB","After",1
"DOC",2017,"LIB","Before",6
"DOC",2017,"LIB","During",3
"DOC",2017,"RYI","After",1
"DOC",2017,"RYI","Before",6
"DOC",2017,"RYI","During",3
"DOC",2017,"RVB","After",1
"DOC",2017,"RVB","Before",6
"DOC",2017,"RVB","During",3
"DOC",2018,"RCS","After",6
"DOC",2018,"RCS","Before",5
"DOC",2018,"RCS","During",4
"DOC",2018,"RD22","After",6
"DOC",2018,"RD22","Before",5
"DOC",2018,"RD22","During",4
"DOC",2018,"I80","After",6
"DOC",2018,"I80","Before",5
"DOC",2018,"I80","During",4
"DOC",2018,"LIS","After",7
"DOC",2018,"LIS","Before",5
"DOC",2018,"LIS","During",4
"DOC",2018,"STTD","After",7
"DOC",2018,"STTD","Before",5
"DOC",2018,"STTD","During",4
"DOC",2018,"BL5","After",6
"DOC",2018,"BL5","Before",5
"DOC",2018,"BL5","During",4
"DOC",2018,"LIB","After",6
"DOC",2018,"LIB","Before",5
"DOC",2018,"LIB","During",4
"DOC",2018,"RYI","After",6
"DOC",2018,"RYI","Before",5
"DOC",2018,"RYI","During",4
"DOC",2018,"RVB","After",6
"DOC",2018,"RVB","Before",5
"DOC",2018,"RVB","During",4
"DOC",2019,"RMB","After",2
"DOC",2019,"RMB","Before",2
"DOC",2019,"RMB","During",2
"DOC",2019,"RCS","After",2
"DOC",2019,"RCS","Before",2
"DOC",2019,"RCS","During",2
"DOC",2019,"RD22","After",2
"DOC",2019,"RD22","Before",2
"DOC",2019,"RD22","During",2
"DOC",2019,"I80","After",2
"DOC",2019,"I80","Before",2
"DOC",2019,"I80","During",2
"DOC",2019,"LIS","After",3
"DOC",2019,"LIS","Before",3
"DOC",2019,"LIS","During",2
"DOC",2019,"STTD","After",3
"DOC",2019,"STTD","Before",3
"DOC",2019,"STTD","During",2
"DOC",2019,"BL5","After",2
"DOC",2019,"BL5","Before",2
"DOC",2019,"BL5","During",2
"DOC",2019,"LIB","After",2
"DOC",2019,"LIB","Before",2
"DOC",2019,"LIB","During",2
"DOC",2019,"RYI","After",2
"DOC",2019,"RYI","Before",2
"DOC",2019,"RYI","During",2
"DOC",2019,"RVB","After",2
"DOC",2019,"RVB","Before",2
"DOC",2019,"RVB","During",2
"DON",2013,"RCS","After",4
"DON",2013,"RCS","During",5
"DON",2013,"I80","After",4
"DON",2013,"I80","Before",3
"DON",2013,"I80","During",7
"DON",2013,"LIS","After",4
"DON",2013,"LIS","Before",3
"DON",2013,"LIS","During",7
"DON",2013,"STTD","After",3
"DON",2013,"STTD","Before",3
"DON",2013,"STTD","During",7
"DON",2013,"BL5","After",3
"DON",2013,"BL5","Before",3
"DON",2013,"BL5","During",7
"DON",2013,"RYI","After",3
"DON",2013,"RYI","Before",3
"DON",2013,"RYI","During",7
"DON",2013,"RVB","After",3
"DON",2013,"RVB","Before",3
"DON",2013,"RVB","During",7
"DON",2014,"RCS","After",6
"DON",2014,"RCS","Before",5
"DON",2014,"RCS","During",2
"DON",2014,"RD22","After",6
"DON",2014,"RD22","Before",5
"DON",2014,"RD22","During",2
"DON",2014,"I80","After",6
"DON",2014,"I80","Before",5
"DON",2014,"I80","During",2
"DON",2014,"LIS","After",7
"DON",2014,"LIS","Before",5
"DON",2014,"LIS","During",2
"DON",2014,"STTD","After",6
"DON",2014,"STTD","Before",5
"DON",2014,"STTD","During",2
"DON",2014,"BL5","After",6
"DON",2014,"BL5","Before",5
"DON",2014,"BL5","During",2
"DON",2014,"LIB","After",8
"DON",2014,"LIB","Before",5
"DON",2014,"LIB","During",2
"DON",2014,"RYI","After",6
"DON",2014,"RYI","Before",5
"DON",2014,"RYI","During",2
"DON",2014,"RVB","After",6
"DON",2014,"RVB","Before",5
"DON",2014,"RVB","During",2
"DON",2015,"RCS","After",4
"DON",2015,"RCS","Before",2
"DON",2015,"RCS","During",6
"DON",2015,"RD22","After",4
"DON",2015,"RD22","Before",3
"DON",2015,"RD22","During",6
"DON",2015,"I80","After",4
"DON",2015,"I80","Before",3
"DON",2015,"I80","During",6
"DON",2015,"LIS","After",4
"DON",2015,"LIS","Before",5
"DON",2015,"LIS","During",6
"DON",2015,"STTD","After",4
"DON",2015,"STTD","Before",3
"DON",2015,"STTD","During",6
"DON",2015,"BL5","After",4
"DON",2015,"BL5","Before",3
"DON",2015,"BL5","During",6
"DON",2015,"LIB","After",4
"DON",2015,"LIB","Before",3
"DON",2015,"LIB","During",6
"DON",2015,"RYI","After",4
"DON",2015,"RYI","Before",3
"DON",2015,"RYI","During",6
"DON",2015,"RVB","After",4
"DON",2015,"RVB","Before",3
"DON",2015,"RVB","During",6
"DON",2016,"RCS","Before",2
"DON",2016,"RCS","During",3
"DON",2016,"RD22","After",7
"DON",2016,"RD22","Before",2
"DON",2016,"RD22","During",3
"DON",2016,"I80","After",7
"DON",2016,"I80","Before",2
"DON",2016,"I80","During",3
"DON",2016,"LIS","After",7
"DON",2016,"LIS","Before",4
"DON",2016,"LIS","During",3
"DON",2016,"STTD","After",7
"DON",2016,"STTD","Before",2
"DON",2016,"STTD","During",3
"DON",2016,"BL5","After",7
"DON",2016,"BL5","Before",2
"DON",2016,"BL5","During",3
"DON",2016,"LIB","After",7
"DON",2016,"LIB","Before",2
"DON",2016,"LIB","During",3
"DON",2016,"RYI","After",7
"DON",2016,"RYI","Before",2
"DON",2016,"RYI","During",3
"DON",2016,"RVB","After",7
"DON",2016,"RVB","Before",2
"DON",2016,"RVB","During",3
"DON",2017,"RCS","Before",6
"DON",2017,"RCS","During",3
"DON",2017,"RD22","Before",6
"DON",2017,"RD22","During",3
"DON",2017,"I80","Before",6
"DON",2017,"I80","During",3
"DON",2017,"LIS","After",4
"DON",2017,"LIS","Before",6
"DON",2017,"LIS","During",3
"DON",2017,"STTD","After",4
"DON",2017,"STTD","Before",6
"DON",2017,"STTD","During",3
"DON",2017,"BL5","After",1
"DON",2017,"BL5","Before",6
"DON",2017,"BL5","During",3
"DON",2017,"LIB","After",1
"DON",2017,"LIB","Before",6
"DON",2017,"LIB","During",3
"DON",2017,"RYI","After",1
"DON",2017,"RYI","Before",6
"DON",2017,"RYI","During",3
"DON",2017,"RVB","After",1
"DON",2017,"RVB","Before",6
"DON",2017,"RVB","During",3
"DON",2018,"RCS","After",6
"DON",2018,"RCS","Before",5
"DON",2018,"RCS","During",4
"DON",2018,"RD22","After",6
"DON",2018,"RD22","Before",5
"DON",2018,"RD22","During",4
"DON",2018,"I80","After",6
"DON",2018,"I80","Before",5
"DON",2018,"I80","During",4
"DON",2018,"LIS","After",7
"DON",2018,"LIS","Before",5
"DON",2018,"LIS","During",4
"DON",2018,"STTD","After",7
"DON",2018,"STTD","Before",5
"DON",2018,"STTD","During",4
"DON",2018,"BL5","After",6
"DON",2018,"BL5","Before",5
"DON",2018,"BL5","During",4
"DON",2018,"LIB","After",6
"DON",2018,"LIB","Before",5
"DON",2018,"LIB","During",4
"DON",2018,"RYI","After",6
"DON",2018,"RYI","Before",5
"DON",2018,"RYI","During",4
"DON",2018,"RVB","After",6
"DON",2018,"RVB","Before",5
"DON",2018,"RVB","During",4
"DON",2019,"RMB","After",2
"DON",2019,"RMB","Before",2
"DON",2019,"RMB","During",2
"DON",2019,"RCS","After",2
"DON",2019,"RCS","Before",2
"DON",2019,"RCS","During",2
"DON",2019,"RD22","After",2
"DON",2019,"RD22","Before",2
"DON",2019,"RD22","During",2
"DON",2019,"I80","After",2
"DON",2019,"I80","Before",2
"DON",2019,"I80","During",2
"DON",2019,"LIS","After",3
"DON",2019,"LIS","Before",3
"DON",2019,"LIS","During",2
"DON",2019,"STTD","After",3
"DON",2019,"STTD","Before",3
"DON",2019,"STTD","During",2
"DON",2019,"BL5","After",2
"DON",2019,"BL5","Before",2
"DON",2019,"BL5","During",2
"DON",2019,"LIB","After",2
"DON",2019,"LIB","Before",2
"DON",2019,"LIB","During",2
"DON",2019,"RYI","After",2
"DON",2019,"RYI","Before",2
"DON",2019,"RYI","During",2
"DON",2019,"RVB","After",2
"DON",2019,"RVB","Before",2
"DON",2019,"RVB","During",2
"DOP",2013,"RCS","After",4
"DOP",2013,"RCS","During",5
"DOP",2013,"I80","After",4
"DOP",2013,"I80","Before",3
"DOP",2013,"I80","During",7
"DOP",2013,"LIS","After",4
"DOP",2013,"LIS","Before",3
"DOP",2013,"LIS","During",7
"DOP",2013,"STTD","After",3
"DOP",2013,"STTD","Before",3
"DOP",2013,"STTD","During",7
"DOP",2013,"BL5","After",3
"DOP",2013,"BL5","Before",3
"DOP",2013,"BL5","During",7
"DOP",2013,"RYI","After",3
"DOP",2013,"RYI","Before",3
"DOP",2013,"RYI","During",7
"DOP",2013,"RVB","After",3
"DOP",2013,"RVB","Before",3
"DOP",2013,"RVB","During",7
"DOP",2014,"RCS","After",6
"DOP",2014,"RCS","Before",5
"DOP",2014,"RCS","During",2
"DOP",2014,"RD22","After",6
"DOP",2014,"RD22","Before",5
"DOP",2014,"RD22","During",2
"DOP",2014,"I80","After",6
"DOP",2014,"I80","Before",5
"DOP",2014,"I80","During",2
"DOP",2014,"LIS","After",7
"DOP",2014,"LIS","Before",5
"DOP",2014,"LIS","During",2
"DOP",2014,"STTD","After",6
"DOP",2014,"STTD","Before",5
"DOP",2014,"STTD","During",2
"DOP",2014,"BL5","After",6
"DOP",2014,"BL5","Before",5
"DOP",2014,"BL5","During",2
"DOP",2014,"LIB","After",8
"DOP",2014,"LIB","Before",5
"DOP",2014,"LIB","During",2
"DOP",2014,"RYI","After",6
"DOP",2014,"RYI","Before",5
"DOP",2014,"RYI","During",2
"DOP",2014,"RVB","After",6
"DOP",2014,"RVB","Before",5
"DOP",2014,"RVB","During",2
"DOP",2015,"RCS","After",4
"DOP",2015,"RCS","Before",2
"DOP",2015,"RCS","During",6
"DOP",2015,"RD22","After",4
"DOP",2015,"RD22","Before",3
"DOP",2015,"RD22","During",6
"DOP",2015,"I80","After",4
"DOP",2015,"I80","Before",3
"DOP",2015,"I80","During",6
"DOP",2015,"LIS","After",4
"DOP",2015,"LIS","Before",5
"DOP",2015,"LIS","During",6
"DOP",2015,"STTD","After",4
"DOP",2015,"STTD","Before",3
"DOP",2015,"STTD","During",6
"DOP",2015,"BL5","After",4
"DOP",2015,"BL5","Before",3
"DOP",2015,"BL5","During",6
"DOP",2015,"LIB","After",4
"DOP",2015,"LIB","Before",3
"DOP",2015,"LIB","During",6
"DOP",2015,"RYI","After",4
"DOP",2015,"RYI","Before",3
"DOP",2015,"RYI","During",6
"DOP",2015,"RVB","After",4
"DOP",2015,"RVB","Before",3
"DOP",2015,"RVB","During",6
"DOP",2016,"RCS","Before",2
"DOP",2016,"RCS","During",3
"DOP",2016,"RD22","After",7
"DOP",2016,"RD22","Before",2
"DOP",2016,"RD22","During",3
"DOP",2016,"I80","After",7
"DOP",2016,"I80","Before",2
"DOP",2016,"I80","During",3
"DOP",2016,"LIS","After",7
"DOP",2016,"LIS","Before",4
"DOP",2016,"LIS","During",3
"DOP",2016,"STTD","After",7
"DOP",2016,"STTD","Before",2
"DOP",2016,"STTD","During",3
"DOP",2016,"BL5","After",7
"DOP",2016,"BL5","Before",2
"DOP",2016,"BL5","During",3
"DOP",2016,"LIB","After",7
"DOP",2016,"LIB","Before",2
"DOP",2016,"LIB","During",3
"DOP",2016,"RYI","After",7
"DOP",2016,"RYI","Before",2
"DOP",2016,"RYI","During",3
"DOP",2016,"RVB","After",7
"DOP",2016,"RVB","Before",2
"DOP",2016,"RVB","During",3
"DOP",2017,"RCS","Before",6
"DOP",2017,"RCS","During",3
"DOP",2017,"RD22","Before",6
"DOP",2017,"RD22","During",3
"DOP",2017,"I80","Before",6
"DOP",2017,"I80","During",3
"DOP",2017,"LIS","After",4
"DOP",2017,"LIS","Before",6
"DOP",2017,"LIS","During",3
"DOP",2017,"STTD","After",4
"DOP",2017,"STTD","Before",6
"DOP",2017,"STTD","During",3
"DOP",2017,"BL5","After",1
"DOP",2017,"BL5","Before",6
"DOP",2017,"BL5","During",3
"DOP",2017,"LIB","After",1
"DOP",2017,"LIB","Before",6
"DOP",2017,"LIB","During",3
"DOP",2017,"RYI","After",1
"DOP",2017,"RYI","Before",6
"DOP",2017,"RYI","During",3
"DOP",2017,"RVB","After",1
"DOP",2017,"RVB","Before",6
"DOP",2017,"RVB","During",3
"DOP",2018,"RCS","After",6
"DOP",2018,"RCS","Before",5
"DOP",2018,"RCS","During",4
"DOP",2018,"RD22","After",6
"DOP",2018,"RD22","Before",5
"DOP",2018,"RD22","During",4
"DOP",2018,"I80","After",6
"DOP",2018,"I80","Before",5
"DOP",2018,"I80","During",4
"DOP",2018,"LIS","After",7
"DOP",2018,"LIS","Before",5
"DOP",2018,"LIS","During",4
"DOP",2018,"STTD","After",7
"DOP",2018,"STTD","Before",5
"DOP",2018,"STTD","During",4
"DOP",2018,"BL5","After",6
"DOP",2018,"BL5","Before",5
"DOP",2018,"BL5","During",4
"DOP",2018,"LIB","After",6
"DOP",2018,"LIB","Before",5
"DOP",2018,"LIB","During",4
"DOP",2018,"RYI","After",6
"DOP",2018,"RYI","Before",5
"DOP",2018,"RYI","During",4
"DOP",2018,"RVB","After",6
"DOP",2018,"RVB","Before",5
"DOP",2018,"RVB","During",4
"DOP",2019,"RMB","After",2
"DOP",2019,"RMB","Before",2
"DOP",2019,"RMB","During",2
"DOP",2019,"RCS","After",2
"DOP",2019,"RCS","Before",2
"DOP",2019,"RCS","During",2
"DOP",2019,"RD22","After",2
"DOP",2019,"RD22","Before",2
"DOP",2019,"RD22","During",2
"DOP",2019,"I80","After",2
"DOP",2019,"I80","Before",2
"DOP",2019,"I80","During",2
"DOP",2019,"LIS","After",3
"DOP",2019,"LIS","Before",3
"DOP",2019,"LIS","During",2
"DOP",2019,"STTD","After",3
"DOP",2019,"STTD","Before",3
"DOP",2019,"STTD","During",2
"DOP",2019,"BL5","After",2
"DOP",2019,"BL5","Before",2
"DOP",2019,"BL5","During",2
"DOP",2019,"LIB","After",2
"DOP",2019,"LIB","Before",2
"DOP",2019,"LIB","During",2
"DOP",2019,"RYI","After",2
"DOP",2019,"RYI","Before",2
"DOP",2019,"RYI","During",2
"DOP",2019,"RVB","After",2
"DOP",2019,"RVB","Before",2
"DOP",2019,"RVB","During",2
"Pheo",2011,"STTD","After",3
