Experiment,Location,Date,Cage.ID,Tag,Contents.Weight,Fullness,Digestion,Prey.Taxa,LH.Stage,Count,Taxa,Comments,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Acanthocyclops sp.,copepodid,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Bosmina sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Chydorus sp.,undetermined,12,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Calanoida,copepodid,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RD85,0.0019,4,5,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Simocephalus sp.,undetermined,6,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Chironomidae,larva,2,Diptera,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Acanthocyclops sp.,copepodid,70,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Eurytemora affinis,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Sinocalanus doerrii,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Sinocalanus doerrii,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Bosmina sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Chydorus sp.,undetermined,18,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Diacyclops thomasi,undetermined,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Calanoida,copepodid,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RG12,0.0028,4,5,Cyclopoida,copepodid,20,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Diaptomidae,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Acanthocyclops sp.,adult,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Acanthocyclops sp.,copepodid,50,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Sinocalanus doerrii,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Bosmina sp.,undetermined,11,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Chydorus sp.,undetermined,31,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Calanoida,copepodid,6,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,C,RL55,0.0019,5,5,Cyclopoida,copepodid,7,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Acanthocyclops sp.,copepodid,33,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Eurytemora affinis,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Sinocalanus doerrii,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Sinocalanus doerrii,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Bosmina sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Chydorus sp.,undetermined,13,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Calanoida,copepodid,16,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Cyclopoida,copepodid,14,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,B,RH51,0.0023,4,5,Diacyclops thomasi,undetermined,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Diaptomidae,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Acari,undetermined,1,Other,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Acanthocyclops sp.,copepodid,64,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Eurytemora affinis,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Sinocalanus doerrii,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Sinocalanus doerrii,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Bosmina sp.,undetermined,24,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Chydorus sp.,undetermined,34,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Diacyclops thomasi,undetermined,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Calanoida,copepodid,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,OO74,0.0024,5,5,Cyclopoida,copepodid,22,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Ceriodaphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Acanthocyclops sp.,copepodid,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Eurytemora affinis,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Sinocalanus doerrii,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Diacyclops thomasi,undetermined,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RI81,0.0004,3,5,Cyclopoida,copepodid,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Halicyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Scapholeberis sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Acanthocyclops sp.,adult,9,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Acanthocyclops sp.,copepodid,49,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Bosmina sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Chydorus sp.,undetermined,19,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Cyclopoida,copepodid,14,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,D,RC28,0.0019,5,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Acanthocyclops sp.,copepodid,30,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Bosmina sp.,undetermined,41,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Chydorus sp.,undetermined,15,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Cyclopoida,copepodid,12,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RL85,0.0017,4,5,Diacyclops thomasi,undetermined,7,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RG33,0.0017,3,5,Corixidae,undetermined,1,Other,dominant prey item,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RG33,0.0017,3,5,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RG33,0.0017,3,5,Americorophium sp.,juvenile,2,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RG33,0.0017,3,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RG33,0.0017,3,5,Bosmina sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Chydorus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Chydoridae,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RD59,0.0012,3,5,Cyclopoida,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH57,0.0125,5,3,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH57,0.0125,5,3,Simocephalus sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH57,0.0125,5,3,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH57,0.0125,5,3,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ61,0.0022,3,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Ceriodaphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,OO99,0.0015,3,5,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RC02,0.0015,3,4,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RC02,0.0015,3,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RC02,0.0015,3,4,Gammaridea,juvenile,2,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RC02,0.0015,3,4,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Americorophium spinicorne,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Corixidae,undetermined,1,Other,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Americorophium sp.,juvenile,2,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Gammaridea,juvenile,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO81,0.0114,5,5,Diptera,adult,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,E,RD51,0.0048,4,3,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD51,0.0048,4,3,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RD51,0.0048,4,3,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Halicyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Harpacticoida,undetermined,11,Harpacticoda,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Acanthocyclops sp.,copepodid,66,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Eurytemora affinis,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Sinocalanus doerrii,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Bosmina sp.,undetermined,25,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Chydorus sp.,undetermined,25,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Diacyclops thomasi,undetermined,11,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Calanoida,copepodid,19,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Cyclopoida,copepodid,23,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Acanthocyclops sp.,copepodid,41,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Sinocalanus doerrii,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Bosmina sp.,undetermined,11,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Chydorus sp.,undetermined,35,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Calanoida,copepodid,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Cyclopoida,copepodid,16,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK74,0.0023,3,3,Daphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RK74,0.0023,3,3,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Ceriodaphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Chironomidae,pupae,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Ceriodaphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Cladocera,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Daphnia sp.,Resting egg,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Cladocera,undetermined,14,Cladocera,"Very digested, number comes from counting eyes",
Cage Prototypes,RVR,2/25/2019,F,RI06,0.0041,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
