MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/8/2021,11:15,C10A,60,6,10.00%,0.0683,314.159,2.6637,39,19.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.11-11,AB,,cone + half sphere,321.30,,,,,,,,,
Phyto,11/8/2021,11:15,C10A,60,6,10.00%,0.0683,314.159,2.6637,39,19.66,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,2,c,BSA.11-11,AB,,sphere,4.19,,,,,,,,,
Phyto,11/8/2021,11:15,C10A,60,6,10.00%,0.0683,314.159,2.6637,39,19.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,373,746,0.8,c,BSA.11-11,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/8/2021,11:15,C10A,60,6,10.00%,0.0683,314.159,2.6637,39,19.66,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,12,3.7,f,BSA.11-11,AB,,cylinder,4.18,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,17,i,BSA.11-12,AB,Low detritus.,elliptic prism,248.34,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,11.1,i,BSA.11-12,AB,Low detritus.,cylinder,351.21,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,273,Diatoma sp.,Diatom,Diatoma,sp.,,1,1,19,i,BSA.11-12,AB,Low detritus.,elliptic prism,313.37,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,18,i,BSA.11-12,AB,Low detritus.,cymbelloid,133.24,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,631,cf. Navicula sp.,Diatom,Navicula,sp.,,6,6,13,i,BSA.11-12,AB,Low detritus.,elliptic prism,51.05,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,55,i,BSA.11-12,AB,Low detritus.,prism on parallelogram,166.00,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,9.3,i,BSA.11-12,AB,Low detritus.,box,63.91,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,10.6,i,BSA.11-12,AB,Low detritus.,cone + half sphere,424.63,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,770,0.8,c,BSA.11-12,AB,Low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,5,i,BSA.11-12,AB,Low detritus.,sphere,65.45,,,,,,,,,
Phyto,11/8/2021,8:15,C3A,60,8,13.33%,0.0683,314.159,2.3222,34,16.91,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,20,4,f,BSA.11-12,AB,Low detritus.,cylinder,7.07,,,,,,,,,
Phyto,11/17/2021,13:25,NZ325,60,5,8.33%,0.0683,314.159,1.2294,18,51.11,46,cf. Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,7.4,i,BSA.11-13,CB,,elliptic prism,40.86,,,,,,,,,
Phyto,11/17/2021,13:25,NZ325,60,5,8.33%,0.0683,314.159,1.2294,18,51.11,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,i,BSA.11-13,CB,,cylinder,312.47,,,,,,,,,
Phyto,11/17/2021,13:25,NZ325,60,5,8.33%,0.0683,314.159,1.2294,18,51.11,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,24.1,i,BSA.11-13,CB,,cylinder,5474.00,,,,,,,,,
Phyto,11/17/2021,13:25,NZ325,60,5,8.33%,0.0683,314.159,1.2294,18,51.11,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.11-13,CB,,cone + half sphere,337.38,,,,,,,,,
Phyto,11/17/2021,13:25,NZ325,60,5,8.33%,0.0683,314.159,1.2294,18,51.11,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,413,826,0.8,c,BSA.11-13,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/16/2021,12:35,NZS42,60,2,3.33%,0.0683,314.159,1.2294,18,127.77,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,13,i,BSA.11-14,CB,High sediment and detritus.,cylinder,377.19,,,,,,,,,
Phyto,11/16/2021,12:35,NZS42,60,2,3.33%,0.0683,314.159,1.2294,18,127.77,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.7,i,BSA.11-14,CB,High sediment and detritus.,prism on parallelogram,58.70,,,,,,,,,
Phyto,11/16/2021,12:35,NZS42,60,2,3.33%,0.0683,314.159,1.2294,18,127.77,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,16.7,i,BSA.11-14,CB,High sediment and detritus.,cylinder,1818.03,,,,,,,,,
Phyto,11/16/2021,12:35,NZS42,60,2,3.33%,0.0683,314.159,1.2294,18,127.77,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,c,BSA.11-14,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,5,5,27.8,i,BSA.11-15,CB,,elliptic prism,1175.61,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,13,i,BSA.11-15,CB,,cylinder,299.18,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,273,Diatoma sp.,Diatom,Diatoma,sp.,,1,1,18.5,i,BSA.11-15,CB,,elliptic prism,378.21,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,1,1,159.3,i,BSA.11-15,CB,,prism on parallelogram,11040.29,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,18.5,i,BSA.11-15,CB,,elliptic prism,139.98,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,83.3,i,BSA.11-15,CB,,prism on parallelogram,1140.38,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,9.3,i,BSA.11-15,CB,,cylinder + 2 half spheres,99.99,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,24,c,BSA.11-15,CB,,prolate spheroid,50.27,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,i,BSA.11-15,CB,,prolate spheroid,287.59,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,14,14,9.3,i,BSA.11-15,CB,,cone + half sphere,183.17,,,,,,,,,
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,378,756,0.8,c,BSA.11-15,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/9/2021,12:45,D28A,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,13,2,f,BSA.11-15,CB,,cylinder,1.57,,,,,,,,,
Phyto,11/12/2021,12:30,EZ6,60,2,3.33%,0.0683,314.159,1.366,20,114.99,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,i,BSA.11-16,CB,,elliptic prism,1473.33,,,,,,,,,
Phyto,11/12/2021,12:30,EZ6,60,2,3.33%,0.0683,314.159,1.366,20,114.99,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,6.8,i,BSA.11-16,CB,,cylinder,123.48,,,,,,,,,
Phyto,11/12/2021,12:30,EZ6,60,2,3.33%,0.0683,314.159,1.366,20,114.99,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,18.5,i,BSA.11-16,CB,,prism on parallelogram,32.19,,,,,,,,,
Phyto,11/12/2021,12:30,EZ6,60,2,3.33%,0.0683,314.159,1.366,20,114.99,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.4,i,BSA.11-16,CB,,cone + half sphere,159.13,,,,,,,,,
Phyto,11/12/2021,12:30,EZ6,60,2,3.33%,0.0683,314.159,1.366,20,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,806,0.8,c,BSA.11-16,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/15/2021,13:15,D8,60,2,3.33%,0.0683,314.159,1.2977,19,121.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,i,BSA.11-17,CB,,cylinder,255.62,,,,,,,,,
Phyto,11/15/2021,13:15,D8,60,2,3.33%,0.0683,314.159,1.2977,19,121.04,870,cf. Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,7.4,i,BSA.11-17,CB,,box,91.13,,,,,,,,,
Phyto,11/15/2021,13:15,D8,60,2,3.33%,0.0683,314.159,1.2977,19,121.04,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.11-17,CB,,cone + half sphere,294.36,,,,,,,,,
Phyto,11/15/2021,13:15,D8,60,2,3.33%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,786,0.8,c,BSA.11-17,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,91,Aulacoseira cf. granulata,Diatom,Aulacoseira,granulata,,29,29,33.3,i,BSA.11-18,CB,,cylinder,1405.98,,,,,,,,,
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,8,8,29.6,i,BSA.11-18,CB,,elliptic prism,1868.20,,,,,,,,,
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,22.2,i,BSA.11-18,CB,,cylinder,748.73,,,,,,,,,
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,111.1,i,BSA.11-18,CB,,prism on parallelogram,893.96,,,,,,,,,
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,1005,Ulnaria sp.,Diatom,Ulnaria,sp.,,10,10,351.5,i,BSA.11-18,CB,,elliptic prism,23327.68,,,,,,,,,
Phyto,11/19/2021,12:00,D19,54,0.5,0.93%,0.0683,314.159,1.2294,18,511.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,351,702,0.8,c,BSA.11-18,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/15/2021,12:15,D6,59,2,3.39%,0.0683,314.159,1.2294,18,127.77,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,16.7,i,BSA.11-19,CB,,cylinder,862.76,,,,,,,,,
Phyto,11/15/2021,12:15,D6,59,2,3.39%,0.0683,314.159,1.2294,18,127.77,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,24.1,i,BSA.11-19,CB,,2 cones,45.55,,,,,,,,,
Phyto,11/15/2021,12:15,D6,59,2,3.39%,0.0683,314.159,1.2294,18,127.77,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,c,BSA.11-19,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2021,11:50,D4,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,20.4,i,BSA.11-20,CB,,elliptic prism,714.91,,,,,,,,,
Phyto,11/12/2021,11:50,D4,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,4,4,13,i,BSA.11-20,CB,,prolate spheroid,184.74,,,,,,,,,
Phyto,11/12/2021,11:50,D4,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,5.6,i,BSA.11-20,CB,,cone + half sphere,76.35,,,,,,,,,
Phyto,11/12/2021,11:50,D4,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,c,BSA.11-20,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/16/2021,13:45,NZ032,58,2,3.45%,0.0683,314.159,1.2294,18,127.77,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,14.8,i,BSA.11-21,CB,,cylinder,1273.05,,,,,,,,,
Phyto,11/16/2021,13:45,NZ032,58,2,3.45%,0.0683,314.159,1.2294,18,127.77,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,c,BSA.11-21,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/15/2021,14:00,D10,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.11-22,CB,,cylinder,68.96,,,,,,,,,
Phyto,11/15/2021,14:00,D10,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,31.5,i,BSA.11-22,CB,,elliptic prism,2709.53,,,,,,,,,
Phyto,11/15/2021,14:00,D10,60,1,1.67%,0.0683,314.159,1.4343,21,219.03,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,816,0.8,c,BSA.11-22,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/17/2021,10:55,D41A,61,3,4.92%,0.0683,314.159,1.366,20,76.66,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,9.3,i,BSA.11-23,CB,,cylinder,186.36,,,,,,,,,
Phyto,11/17/2021,10:55,D41A,61,3,4.92%,0.0683,314.159,1.366,20,76.66,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,55.6,i,BSA.11-23,CB,,elliptic prism,1666.94,,,,,,,,,
Phyto,11/17/2021,10:55,D41A,61,3,4.92%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.11-23,CB,,cone + half sphere,337.38,,,,,,,,,
Phyto,11/17/2021,10:55,D41A,61,3,4.92%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,786,0.8,c,BSA.11-23,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,18.5,i,BSA.11-24,CB,,elliptic prism,609.59,,,,,,,,,
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,16.7,i,BSA.11-24,CB,,cylinder,748.73,,,,,,,,,
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,1811,Gyrosigma cf. fasciola,Diatom,Gyrosigma,fasciola,,1,1,116.7,i,BSA.11-24,CB,,prism on parallelogram,4930.58,,,,,,,,,
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,98.2,i,BSA.11-24,CB,,prism on parallelogram,376.19,,,,,,,,,
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,7.4,i,BSA.11-24,CB,,2 cones,13.99,,,,,,,,,
Phyto,11/12/2021,14:40,NZ068,61,5,8.20%,0.0683,314.159,1.0928,16,57.50,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,c,BSA.11-24,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/16/2021,11:35,D7,56,2,3.57%,0.0683,314.159,1.2977,19,121.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,20.4,i,BSA.11-25,CB,,cylinder,441.73,,,,,,,,,
Phyto,11/16/2021,11:35,D7,56,2,3.57%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,802,0.8,c,BSA.11-25,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/17/2021,13:45,NZ002,58,3,5.17%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,16.7,i,BSA.11-26,CB,,cylinder,441.73,,,,,,,,,
Phyto,11/17/2021,13:45,NZ002,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.11-26,CB,,cone + half sphere,241.99,,,,,,,,,
Phyto,11/17/2021,13:45,NZ002,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,806,0.8,c,BSA.11-26,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/17/2021,14:15,NZ004,58,4,6.90%,0.0683,314.159,2.5271,37,31.08,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,13,i,BSA.11-27,AB,,cylinder,291.94,,,,,,,,,
Phyto,11/17/2021,14:15,NZ004,58,4,6.90%,0.0683,314.159,2.5271,37,31.08,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,12,i,BSA.11-27,AB,,prolate spheroid,265.46,,,,,,,,,
Phyto,11/17/2021,14:15,NZ004,58,4,6.90%,0.0683,314.159,2.5271,37,31.08,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,10.4,i,BSA.11-27,AB,,cone + half sphere,453.06,,,,,,,,,
Phyto,11/17/2021,14:15,NZ004,58,4,6.90%,0.0683,314.159,2.5271,37,31.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,c,BSA.11-27,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,18.5,i,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,elliptic prism,254.34,,,,,,,,,
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,cylinder,116.14,,,,,,,,,
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,53.7,i,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,prism on parallelogram,207.64,,,,,,,,,
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,10.4,i,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,cone + half sphere,413.64,,,,,,,,,
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,i,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,cone + half sphere,76.35,,,,,,,,,
Phyto,11/12/2021,13:50,EZ2,59,3,5.08%,0.0683,314.159,1.0928,16,95.83,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,786,0.8,c,BSA.11-28,AB,High sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
