MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Organisms per mL,Total Cells Counted,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,632,Navicula spp.,Diatom,Navicula,spp.,,7,630.60,7,28,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",elliptic prism,923.63,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,684,Nitzschia capitellata,Diatom,Nitzschia,capitellata,,1,90.09,1,18.7,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",prism on parallelogram,141.84,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,90.09,1,7.5,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",prism on parallelogram,19.95,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,730,Nitzschia palea,Diatom,Nitzschia,palea,,2,180.17,2,41.1,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",prism on parallelogram,357.36,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,90.09,1,11.2,i,BSA.09-10,KS,"Fragment. High sediment, poor preservation, moderate detritus. ",prism on parallelogram,155.40,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1654,Plagiotropis lepidoptera,Diatom,Plagiotropis,lepidaptera,,1,90.09,1,76.6,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",elliptic prism,6768.16,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,16,1441.38,16,11.2,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",box,182.26,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,890,Sellaphora pupula,Diatom,Sellaphora,pupula,,1,90.09,1,26.2,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",box,1232.45,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,931,Stephanocyclus meneghiniana,Diatom,Stephanocyclus,meneghiniana,,12,1081.03,12,19.6,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",cylinder,2262.89,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,956,Surirella sp.,Diatom,Surirella,sp.,,1,90.09,1,67.3,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",elliptic prism,12606.45,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,976,Synedra ulna,Diatom,Synedra,ulna,,2,180.17,2,275,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",box,5993.56,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1655,Crucigenia fenestrata,Soft Body,Crucigenia,fenestrata,,1,90.09,4,3.7,c,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",cube,19.68,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1229,Scenedesmus opoliensis var. mononensis,Soft Body,Scenedesmus,opoliensis var. mononensis,,1,90.09,2,5.9,c ,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",prolate spheroid,11.15,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1237,Scenedesmus subspicatus,Soft Body,Scenedesmus,subspicatus,,1,90.09,4,7.9,c,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",prolate spheroid,20.02,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1269,Tetraedron caudatum,Soft Body,Tetraedron,caudatum,,1,90.09,1,9.3,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",box,320.01,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,90.09,1,5.6,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",ellipsoid,40.14,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1365,Rhodomonas cf. lacustris,Soft Body,Rhodomonas,lacustris,,1,90.09,1,11.2,i,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",cone + half sphere,614.11,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,474,42700.74,962,0.86,c,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",sphere,0.27,0.27,0.38,0.27,0.38,0.38,0.38,0.27,0.38,0.38,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1656,Gloeocapsa sp. ,Soft Body,Gloeocapsa,sp. ,,1,90.09,4,3.7,c,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",sphere,26.52,,,,,,,,,,
Phyto,9/24/13,9:52,C10A,62,10,16.13%,0.0697,314.159,0.348732495,5,90.09,1488,Oscillatoria tenuis,Soft Body,Oscillatoria,tenuis,,1,90.09,67,7.5,f ,BSA.09-10,KS,"High sediment, poor preservation, moderate detritus. ",cylinder,97.19,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,3,225.21,3,15,i,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",elliptic prism,161.28,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,99,Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,75.07,1,9.3,i,BSA.09-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments.",box,390.60,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,300.29,4,13.1,i,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",elliptic prism,213.18,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,3,225.21,3,4.7,i,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",cylinder,64.19,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,3,225.21,3,13.1,i,BSA.09-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments.",prism on parallelogram,89.67,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,1,75.07,1,9.3,i,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",box,151.34,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,921,Staurosira sp.,Diatom,Stauroneis,sp.,,1,75.07,1,31.8,i,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",elliptic prism,1034.99,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,,28,2102.01,28,7.5,i,BSA.09-11,KS,"Fragment. Moderate sediment and detritus, many diatom fragments.",box,122.05,,,,,,,,,,
Phyto,9/23/13,12:30,C3A,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,410,30779.37,829,0.85,c,BSA.09-11,KS,"Moderate sediment and detritus, many diatom fragments.",sphere,0.27,0.38,0.38,0.27,0.27,0.38,0.27,0.38,0.38,0.27,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,13,975.93,13,9.3,i,BSA.09-12,KS,Fragment. Moderate sediment.,cylinder,410.86,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,6,450.43,6,5.6,i,BSA.09-12,KS,Moderate sediment.,cylinder,115.76,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,150.14,2,18.7,i,BSA.09-12,KS,Moderate sediment.,prism on parallelogram,33.75,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,8,600.57,8,20.6,i,BSA.09-12,KS,Moderate sediment.,box,126.84,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,976,Synedra ulna,Diatom,Synedra,ulna,,1,75.07,1,9.3,i,BSA.09-12,KS,Fragment. Moderate sediment.,box,380.40,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,992,Tryblionella cf. apiculata,Diatom,Tryblionella,apiculata,,1,75.07,1,22.4,i,BSA.09-12,KS,Moderate sediment.,elliptic prism,738.90,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,75.07,1,6.5,i,BSA.09-12,KS,Moderate sediment.,2 cones,12.29,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1229,Scenedesmus opoliensis var. mononensis,Soft Body,Scenedesmus,opoliensis var. mononensis,,2,150.14,4,5.6,c,BSA.09-12,KS,Moderate sediment.,prolate spheroid,10.59,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,75.07,2,7.5,c ,BSA.09-12,KS,Moderate sediment.,prolate spheroid,19.01,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1237,Scenedesmus subspicatus,Soft Body,Scenedesmus,subspicatus,,1,75.07,2,6,c,BSA.09-12,KS,Moderate sediment.,prolate spheroid,11.34,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,342,25674.50,684,0.86,c,BSA.09-12,KS,Moderate sediment.,sphere,0.27,0.27,0.38,0.27,0.38,0.27,0.38,0.38,0.38,0.27,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,2,150.14,6,1.9,c,BSA.09-12,KS,Moderate sediment.,sphere,3.59,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,2,150.14,48,1.3,c ,BSA.09-12,KS,Moderate sediment.,cube,2.20,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,43,3228.08,47,4.7,c,BSA.09-12,KS,Moderate sediment.,sphere,54.36,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1488,Oscillatoria tenuis,Soft Body,Oscillatoria,tenuis,,1,75.07,8,10.3,f ,BSA.09-12,KS,Moderate sediment.,cylinder,466.61,,,,,,,,,,
Phyto,9/24/13,9:21,P8,62,10,16.13%,0.0697,314.159,0.418478994,6,75.07,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,75.07,18,2.8,f ,BSA.09-12,KS,Moderate sediment.,cylinder,7.94,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,9,579.12,9,5.6,i,BSA.09-13,KS,Some soft algae appears degraded.,cylinder,91.13,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,64.35,1,18.7,i,BSA.09-13,KS,Fragment. Some soft algae appears degraded.,prism on parallelogram,259.46,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,2,128.69,2,3.9,i,BSA.09-13,KS,Some soft algae appears degraded.,ellipsoid,16.01,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,16,1029.55,16,5.6,i,BSA.09-13,KS,Some soft algae appears degraded.,prolate spheroid,40.14,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,15,965.21,15,9.3,i,BSA.09-13,KS,Some soft algae appears degraded.,cone + half sphere,317.00,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1657,Teleaulax sp.,Soft Body,Teleaulax,sp.,,2,128.69,2,13.1,i,BSA.09-13,KS,Some soft algae appears degraded.,cone + half sphere,925.50,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,401,25803.19,800,0.86,c,BSA.09-13,KS,Some soft algae appears degraded.,sphere,0.38,0.27,0.38,0.38,0.27,0.38,0.38,0.27,0.38,0.27,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1555,cf. Lepocinclis sp.,Soft Body,Lepocinclis,sp.,,1,64.35,1,11.2,i,BSA.09-13,KS,Some soft algae appears degraded.,2 cones,329.87,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1658,Gonyaulax cf. digitale,Soft Body,Gonyaulax,digitale,,1,64.35,1,50.5,i,BSA.09-13,KS,Some soft algae appears degraded.,2 cones,29851.64,,,,,,,,,,
Phyto,9/27/13,9:25,D41,63,10,15.87%,0.0697,314.159,0.488225493,7,64.35,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,1,64.35,1,26.2,i,BSA.09-13,KS,Some soft algae appears degraded.,ellipsoid,3457.01,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,9,506.73,9,17.8,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",cylinder,4180.60,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,5,281.52,5,7.5,i,BSA.09-14,KS,"Fragment. Moderate sediment, diatom fragments. ",cylinder,331.34,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,99,cf. Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,1,56.30,1,15,i,BSA.09-14,KS,"Fragment. Moderate sediment, diatom fragments. ",box,310.80,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,7,394.13,7,15,i,BSA.09-14,KS,"Fragment. Moderate sediment, diatom fragments. ",elliptic prism,326.92,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,112.61,2,26.2,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",elliptic prism,1210.57,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,326,Epithemia sp.,Diatom,Epithemia,sp.,,1,56.30,1,15,i,BSA.09-14,KS,"Fragment. Moderate sediment, diatom fragments. ",cymbelloid,313.66,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,168.91,3,15,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",prism on parallelogram,39.90,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,56.30,1,7.5,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",elliptic prism,80.64,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,976,Synedra ulna,Diatom,Synedra,ulna,,1,56.30,1,50.5,i,BSA.09-14,KS,"Fragment. Moderate sediment, diatom fragments. ",box,821.81,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1659,cf. Tryblionella coarctata,Diatom,Tryblionella,coarctata,,1,56.30,1,65.4,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",elliptic prism,8600.56,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,56.30,1,5.6,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",sphere,91.95,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,56.30,1,6.5,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",ellipsoid,46.59,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1341,Chroomonas rosenbergii,Soft Body,Chroomonas,rosenbergii,,1,56.30,1,7.5,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",cone + half sphere,192.91,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,394.13,7,8.4,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",cone + half sphere,258.62,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,56.30,1,13.1,i,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",cone + half sphere,925.50,,,,,,,,,,
Phyto,9/23/13,9:56,D28A,60,10,16.67%,0.0697,314.159,0.557971992,8,56.30,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,367,20663.47,742,0.85,c,BSA.09-14,KS,"Moderate sediment, many diatom fragments. ",sphere,0.27,0.38,0.27,0.38,0.27,0.38,0.38,0.27,0.38,0.27,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,15,965.21,15,18.7,i,BSA.09-15,KS,Moderate sediment. ,cylinder,2186.00,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,128.69,2,15,i,BSA.09-15,KS,Moderate sediment. ,elliptic prism,326.92,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,257.39,4,9.3,i,BSA.09-15,KS,Moderate sediment. ,cylinder,400.78,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,64.35,1,33.6,i,BSA.09-15,KS,Moderate sediment. ,prism on parallelogram,292.15,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1327,Pseudokephyrion pseudospirale,Soft Body,Pseudokephyrion,pseudospirale,,1,64.35,1,6.5,i,BSA.09-15,KS,Moderate sediment. ,ellipsoid,55.99,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1341,Chroomonas rosenbergii,Soft Body,Chroomonas,rosenbergii,,1,64.35,1,7.5,i,BSA.09-15,KS,Moderate sediment. ,cone + half sphere,192.91,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1660,cf. Chroococcus distans,Soft Body,Chroococcus,distans,,26,1673.02,43,5.6,c,BSA.09-15,KS,Moderate sediment. ,sphere,91.95,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,380,24451.90,761,0.85,c,BSA.09-15,KS,Moderate sediment. ,sphere,0.27,0.38,0.27,0.38,0.38,0.27,0.38,0.27,0.38,0.27,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,64.35,4,1.9,c,BSA.09-15,KS,Moderate sediment. ,sphere,3.59,,,,,,,,,,
Phyto,9/23/13,8:52,D19,62,10,16.13%,0.0697,314.159,0.488225493,7,64.35,1471,Merismopedia tenuissima ,Soft Body,Merismopedia,tenuissima,,2,128.69,32,1.4,c,BSA.09-15,KS,Moderate sediment. ,cube,2.74,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
